customer_id,churn_probability,churn_flag,risk_segment,monthly_charges,tenure_months,contract_type,cx_risk_score,payment_method,stickiness_score,action_category
8739-WWKDU,0.7277376235514916,1,High,89.5,26,month-to-month,3,electronic check,1,Apply retention strategy
8739-XNIKG,0.8920158498628374,1,High,84.0,6,month-to-month,3,electronic check,1,Apply retention strategy
8740-CRYFY,0.9432194750168358,1,High,78.95,2,month-to-month,3,electronic check,1,Apply retention strategy
8740-XLHDR,0.565616077078619,1,High,43.25,6,month-to-month,0,mailed check,2,Apply retention strategy
8741-LQOBK,0.2663938920209123,0,Medium,35.05,47,month-to-month,4,bank transfer (automatic),1,Monitor customer
8745-PVESG,0.06936865079284626,0,Low,41.1,58,one year,0,credit card (automatic),2,No action required
8746-BFOAJ,0.07727511568988048,0,Low,20.5,22,one year,0,bank transfer (automatic),0,No action required
8746-OQQRW,0.3947652110330538,0,Medium,25.25,5,month-to-month,0,mailed check,0,Monitor customer
8747-UDCOI,0.009071847288976968,0,Low,19.35,66,two year,0,bank transfer (automatic),0,No action required
8748-HFWBO,0.07348301070083572,0,Low,19.9,20,one year,0,mailed check,0,No action required
8749-CLJXC,0.4733771124395772,1,High,20.05,2,month-to-month,0,mailed check,0,Apply retention strategy
8749-JMNKX,0.5845326952460043,1,High,93.8,52,month-to-month,3,bank transfer (automatic),2,Apply retention strategy
8749-TZYEC,0.007615584825672704,0,Low,24.8,73,two year,0,credit card (automatic),0,No action required
8750-QWZAJ,0.0075542696725339345,0,Low,19.8,71,two year,0,bank transfer (automatic),0,No action required
8751-EDEKA,0.6348579524486673,1,High,89.9,29,month-to-month,4,credit card (automatic),1,Apply retention strategy
8752-GHJFU,0.2405474536526069,0,Low,92.0,72,one year,0,electronic check,2,No action required
8752-IMQOS,0.22238396131809268,0,Low,20.1,6,one year,0,mailed check,0,No action required
8752-STIVR,0.9003494957936184,1,High,79.0,5,month-to-month,4,electronic check,1,Apply retention strategy
8755-IWJHN,0.5269169599248029,1,High,95.35,70,month-to-month,3,bank transfer (automatic),1,Apply retention strategy
8755-OGKNA,0.012668844562799536,0,Low,19.5,58,two year,0,bank transfer (automatic),0,No action required
8756-RDDLT,0.1833974063454016,0,Low,44.95,69,month-to-month,0,electronic check,2,No action required
8757-TFHHJ,0.8029582223038211,1,High,49.8,2,month-to-month,3,credit card (automatic),1,Apply retention strategy
8760-ZRHKE,0.2488355316344916,0,Low,69.2,72,one year,3,electronic check,2,No action required
8761-NSOBC,0.5967698508587966,1,High,100.55,45,month-to-month,0,electronic check,3,Apply retention strategy
8763-KIAFH,0.06678480541463687,0,Low,20.55,28,one year,0,mailed check,0,No action required
8766-PAFNE,0.058064492203629504,0,Low,79.1,72,two year,0,credit card (automatic),3,No action required
8769-KKTPH,0.34264114698803627,0,Medium,99.65,64,one year,3,credit card (automatic),3,Monitor customer
8773-HHUOZ,0.5165526231283708,1,High,64.7,18,month-to-month,3,mailed check,2,Apply retention strategy
8774-GSBUN,0.006607779742974409,0,Low,25.4,73,two year,0,mailed check,0,No action required
8775-CEBBJ,0.5500094904996069,1,High,44.2,10,month-to-month,3,bank transfer (automatic),0,Apply retention strategy
8775-ERLNB,0.9322399086548796,1,High,74.3,2,month-to-month,3,electronic check,0,Apply retention strategy
8775-LHDJH,0.9571850373496984,1,High,90.6,2,month-to-month,3,electronic check,1,Apply retention strategy
8777-MBMTS,0.12572657820818045,0,Low,105.85,66,two year,0,credit card (automatic),3,No action required
8777-PVYGU,0.18028558061529532,0,Low,64.3,53,one year,4,mailed check,2,No action required
8778-LMWTJ,0.7851650018422643,1,High,74.85,10,month-to-month,3,electronic check,1,Apply retention strategy
8779-QRDMV,0.8361629610020304,1,High,39.65,2,month-to-month,3,electronic check,1,Apply retention strategy
8779-YIQQA,0.06990024218323078,0,Low,19.8,22,one year,0,mailed check,0,No action required
8780-IHCRN,0.011012747427881235,0,Low,24.65,64,two year,0,credit card (automatic),0,No action required
8780-IXSTS,0.8812924822290056,1,High,90.1,7,month-to-month,4,electronic check,1,Apply retention strategy
8780-RSYYU,0.17218216835383246,0,Low,19.2,26,month-to-month,0,credit card (automatic),0,No action required
8780-YRMTT,0.024444581152739113,0,Low,47.4,67,two year,0,mailed check,2,No action required
8782-LKFPK,0.5159184858835478,1,High,90.4,45,month-to-month,4,mailed check,1,Apply retention strategy
8782-NUUOL,0.11846661532586092,0,Low,79.0,61,one year,0,mailed check,4,No action required
8784-CGILN,0.6648150970166752,1,High,99.85,19,month-to-month,2,bank transfer (automatic),3,Apply retention strategy
8785-CJSHH,0.6722617825126757,1,High,99.8,61,month-to-month,4,electronic check,2,Apply retention strategy
8785-EPNCG,0.2741450029262321,0,Medium,23.15,12,month-to-month,0,credit card (automatic),0,Monitor customer
8788-DOXSU,0.17296796792995384,0,Low,61.35,60,one year,3,bank transfer (automatic),1,No action required
8791-GFXLZ,0.5051367012218007,1,High,49.05,13,month-to-month,4,bank transfer (automatic),0,Apply retention strategy
8792-AOROI,0.15405462565263003,0,Low,65.5,9,two year,0,mailed check,3,No action required
8799-OXZMD,0.2897307753450278,0,Medium,29.75,29,month-to-month,4,mailed check,0,Monitor customer
8800-JOOCF,0.7769306254428243,1,High,84.05,13,month-to-month,4,electronic check,1,Apply retention strategy
8800-ZKRFW,0.7134183148313243,1,High,107.5,31,month-to-month,2,electronic check,3,Apply retention strategy
8802-UNOJF,0.5565788218471229,1,High,83.8,13,month-to-month,2,mailed check,1,Apply retention strategy
8805-JNRAZ,0.7286468841462331,1,High,49.2,3,month-to-month,4,mailed check,0,Apply retention strategy
8806-EAGWC,0.742944258159479,1,High,55.15,4,month-to-month,3,mailed check,1,Apply retention strategy
8807-ARQET,0.4324341705120772,1,High,40.35,42,month-to-month,3,electronic check,1,Apply retention strategy
8807-OPMBM,0.015775439367822556,0,Low,25.65,56,two year,0,credit card (automatic),0,No action required
8808-ELEHO,0.8347508561260728,1,High,81.25,9,month-to-month,4,electronic check,0,Apply retention strategy
8809-RIHDD,0.21565904758031879,0,Low,103.4,73,two year,4,electronic check,2,No action required
8809-XKHMD,0.08904139866062667,0,Low,100.55,73,two year,0,bank transfer (automatic),3,No action required
8812-ZRHFP,0.5357802898561407,1,High,86.45,31,one year,4,electronic check,1,Apply retention strategy
8815-LMFLX,0.19122235158704973,0,Low,25.4,26,month-to-month,0,bank transfer (automatic),0,No action required
8816-VXNZD,0.9338376420565583,1,High,75.1,2,month-to-month,3,electronic check,0,Apply retention strategy
8818-DOPVL,0.7710636626160507,1,High,104.45,47,month-to-month,4,electronic check,2,Apply retention strategy
8818-XYFCQ,0.6287524923464394,1,High,99.55,33,month-to-month,4,credit card (automatic),3,Apply retention strategy
8819-IMISP,0.716018157545829,1,High,80.45,32,month-to-month,3,electronic check,0,Apply retention strategy
8819-WFGGJ,0.06553856930858834,0,Low,54.1,69,two year,4,bank transfer (automatic),3,No action required
8819-ZBYNA,0.12786110375523121,0,Low,109.1,59,two year,0,credit card (automatic),4,No action required
8821-KVZKQ,0.0864751159474576,0,Low,58.4,71,one year,1,bank transfer (automatic),3,No action required
8821-XNHVZ,0.899793468456789,1,High,80.05,2,month-to-month,3,mailed check,1,Apply retention strategy
8822-KNBHV,0.3879412568456829,0,Medium,83.45,49,one year,4,credit card (automatic),3,Monitor customer
8823-RLPWL,0.1674974608982853,0,Low,110.65,73,two year,4,credit card (automatic),3,No action required
8824-RWFXJ,0.7496263948582349,1,High,56.15,4,month-to-month,3,mailed check,0,Apply retention strategy
8835-VSDSE,0.9214747974930717,1,High,70.7,3,month-to-month,4,electronic check,0,Apply retention strategy
8837-VVWLQ,0.8313397387230308,1,High,84.95,9,month-to-month,4,electronic check,2,Apply retention strategy
8838-GPHZP,0.008923363824679951,0,Low,20.6,64,two year,0,mailed check,0,No action required
8840-DQLGN,0.5326722325810114,1,High,100.5,36,month-to-month,0,bank transfer (automatic),3,Apply retention strategy
8844-TONUD,0.7259989153993567,1,High,96.65,14,month-to-month,3,mailed check,2,Apply retention strategy
8845-LWKGE,0.28119508843211893,0,Medium,64.5,31,one year,2,electronic check,2,Monitor customer
8847-GEOOQ,0.20797403778114165,0,Low,60.2,61,month-to-month,2,bank transfer (automatic),3,No action required
8849-AYPTR,0.7233817952412364,1,High,91.25,34,month-to-month,3,electronic check,2,Apply retention strategy
8849-GYOKR,0.4113448255411139,1,High,106.55,55,one year,4,bank transfer (automatic),3,Apply retention strategy
8849-PRIQJ,0.34383733639417813,0,Medium,109.4,68,one year,0,electronic check,4,Monitor customer
8851-RAGOV,0.3520434760567848,0,Medium,71.05,26,month-to-month,0,mailed check,3,Monitor customer
8853-TZDGH,0.12600066091742065,0,Low,111.6,73,two year,2,bank transfer (automatic),3,No action required
8854-CCVSQ,0.7681268941997205,1,High,80.65,19,month-to-month,4,electronic check,0,Apply retention strategy
8857-CUPFQ,0.008555722802081748,0,Low,19.25,64,two year,0,mailed check,0,No action required
8859-AXJZP,0.018243050195535016,0,Low,23.8,40,two year,0,mailed check,0,No action required
8859-DZTGQ,0.022757099296539265,0,Low,20.35,34,two year,0,mailed check,0,No action required
8859-YSTWS,0.04328821045377004,0,Low,19.95,49,one year,0,bank transfer (automatic),0,No action required
8861-HGGKB,0.8490512665827709,1,High,86.45,11,month-to-month,4,electronic check,1,Apply retention strategy
8865-TNMNX,0.3550811333668916,0,Medium,49.55,11,one year,4,mailed check,0,Monitor customer
8868-GAGIO,0.4963236049372294,1,High,84.55,46,month-to-month,3,mailed check,1,Apply retention strategy
8868-WOZGU,0.7715537249889282,1,High,105.7,29,month-to-month,4,electronic check,2,Apply retention strategy
8869-LIHMK,0.13657606556026045,0,Low,114.729,65,two year,0,bank transfer (automatic),4,No action required
8869-TORSS,0.1629114459303206,0,Low,60.35,49,one year,0,credit card (automatic),2,No action required
8871-JLMHM,0.07812619019148205,0,Low,90.2,69,two year,0,credit card (automatic),1,No action required
8873-GLDMH,0.7450121607338129,1,High,73.85,7,month-to-month,4,mailed check,0,Apply retention strategy
8873-TMKGR,0.06177981367630129,0,Low,19.2,30,one year,0,mailed check,0,No action required
8874-EJNSR,0.018658362459867996,0,Low,25.2,40,two year,0,mailed check,0,No action required
8875-AKBYH,0.7254319553230778,1,High,84.35,21,month-to-month,4,electronic check,1,Apply retention strategy
8878-HMWBV,0.8125840049135596,1,High,49.15,4,month-to-month,3,electronic check,0,Apply retention strategy
8878-RYUKI,0.4578669156455423,1,High,59.45,53,month-to-month,4,electronic check,1,Apply retention strategy
8879-XUAHX,0.1981543982197947,0,Low,114.729,72,two year,0,electronic check,4,No action required
8879-ZKJOF,0.19408087400509869,0,Low,79.85,42,one year,0,bank transfer (automatic),4,No action required
8882-TLVRW,0.01805944668793888,0,Low,39.1,70,two year,0,mailed check,2,No action required
8883-ANODQ,0.13909569734185923,0,Low,84.4,69,two year,4,credit card (automatic),0,No action required
8883-GRDWQ,0.18246288072022393,0,Low,54.0,21,one year,0,mailed check,2,No action required
8884-ADFVN,0.8981347835516208,1,High,101.95,8,month-to-month,3,electronic check,2,Apply retention strategy
8884-FEEWR,0.05594488100076233,0,Low,20.6,36,one year,0,bank transfer (automatic),0,No action required
8884-MRNSU,0.09024870020043302,0,Low,19.9,18,one year,0,bank transfer (automatic),0,No action required
8885-QSQBX,0.7967112494929459,1,High,49.55,2,month-to-month,3,bank transfer (automatic),1,Apply retention strategy
8887-IPQNC,0.5325615408201474,1,High,44.25,8,month-to-month,3,mailed check,0,Apply retention strategy
8894-JVDCV,0.2839466121681279,0,Medium,114.729,63,one year,0,credit card (automatic),4,Monitor customer
8896-BQTTI,0.4940572765993088,1,High,25.0,2,month-to-month,0,mailed check,0,Apply retention strategy
8896-RAZCR,0.0144457848021176,0,Low,19.9,45,two year,0,mailed check,0,No action required
8898-KASCD,0.09698365860639814,0,Low,35.55,40,one year,2,mailed check,1,No action required
8901-HJXTF,0.3993089036185103,0,Medium,29.2,13,month-to-month,4,mailed check,0,Monitor customer
8901-UPRHR,0.12014326645994708,0,Low,109.2,73,two year,2,bank transfer (automatic),3,No action required
8902-ZEOVF,0.029959139997380018,0,Low,20.05,48,one year,0,mailed check,0,No action required
8903-WMRNW,0.8240581831660985,1,High,101.75,16,month-to-month,3,electronic check,3,Apply retention strategy
8903-XEBGX,0.8600364749046878,1,High,55.3,3,month-to-month,4,electronic check,1,Apply retention strategy
8904-OPDCK,0.18376484028514112,0,Low,24.95,55,month-to-month,4,bank transfer (automatic),0,No action required
8905-IAZPF,0.3283725966759551,0,Medium,95.65,70,one year,3,credit card (automatic),2,Monitor customer
8908-NMQTX,0.040518202429240265,0,Low,65.6,73,two year,0,bank transfer (automatic),4,No action required
8908-SLFCJ,0.035152499014872676,0,Low,20.85,22,two year,0,credit card (automatic),0,No action required
8909-BOLNL,0.252746487550247,0,Medium,21.2,4,one year,0,mailed check,0,Monitor customer
8910-ICHIU,0.39739015782361503,0,Medium,95.65,47,one year,4,credit card (automatic),2,Monitor customer
8910-LEDAG,0.5554244837960347,1,High,71.55,35,month-to-month,4,credit card (automatic),0,Apply retention strategy
8914-RBTSB,0.7519658910777981,1,High,93.8,32,month-to-month,3,electronic check,1,Apply retention strategy
8915-NNTRC,0.10643980100676438,0,Low,107.7,73,two year,0,credit card (automatic),4,No action required
8917-FAEMR,0.01884575679116598,0,Low,19.85,38,two year,0,mailed check,0,No action required
8917-SZTTJ,0.011762419885689246,0,Low,19.65,61,two year,0,credit card (automatic),0,No action required
8919-FYFQZ,0.36303913090007567,0,Medium,30.35,45,month-to-month,4,electronic check,0,Monitor customer
8920-NAVAY,0.2540941139615249,0,Medium,110.75,63,one year,0,bank transfer (automatic),3,Monitor customer
8922-LIEGH,0.730440544371784,1,High,89.7,26,month-to-month,3,electronic check,1,Apply retention strategy
8922-NPKBJ,0.015160809180834544,0,Low,19.35,43,two year,0,mailed check,0,No action required
8929-KSWIH,0.17519302268973058,0,Low,99.3,26,two year,1,bank transfer (automatic),3,No action required
8930-XOTDP,0.44650795895349066,1,High,55.95,19,month-to-month,4,mailed check,1,Apply retention strategy
8931-GJJIQ,0.7977364245383454,1,High,83.3,10,month-to-month,3,electronic check,1,Apply retention strategy
8932-CZHRQ,0.22350962972370017,0,Low,76.75,69,one year,4,credit card (automatic),2,No action required
8937-RDTHP,0.9092741639301463,1,High,84.6,2,month-to-month,3,mailed check,2,Apply retention strategy
8938-UMKPI,0.7793260425551328,1,High,106.4,48,month-to-month,3,electronic check,2,Apply retention strategy
8942-DBMHZ,0.18492096380806367,0,Low,20.45,13,month-to-month,0,mailed check,0,No action required
8943-URTMR,0.8876615327730096,1,High,79.65,3,month-to-month,4,mailed check,1,Apply retention strategy
8944-AILEF,0.19555120783265115,0,Low,19.45,16,month-to-month,0,credit card (automatic),0,No action required
8945-GRKHX,0.9427036641313161,1,High,78.65,2,month-to-month,3,electronic check,1,Apply retention strategy
8945-MUQUF,0.4560726285354224,1,High,94.8,52,one year,3,electronic check,2,Apply retention strategy
8946-BFWSG,0.009464649303949798,0,Low,25.25,64,two year,0,mailed check,0,No action required
8947-YRTDV,0.3894737572348266,0,Medium,94.8,33,one year,4,mailed check,2,Monitor customer
8949-JTMAY,0.6372826723811249,1,High,98.6,30,month-to-month,3,credit card (automatic),2,Apply retention strategy
8950-MTZNV,0.7518396749557319,1,High,44.95,2,month-to-month,3,mailed check,0,Apply retention strategy
8952-WCVCD,0.45841271609099493,1,High,104.45,42,one year,3,bank transfer (automatic),3,Apply retention strategy
8957-THMOA,0.01811647359166619,0,Low,20.15,51,two year,0,credit card (automatic),0,No action required
8958-JPTRR,0.05475785524356136,0,Low,24.3,57,one year,0,electronic check,0,No action required
8961-QDZZJ,0.4575277875165157,1,High,95.0,58,one year,3,electronic check,2,Apply retention strategy
8963-JLGJT,0.7498801164324408,1,High,55.9,4,month-to-month,3,mailed check,1,Apply retention strategy
8963-MQVYN,0.21879363124580206,0,Low,20.55,23,month-to-month,0,electronic check,0,No action required
8966-KZXXA,0.02475513032545274,0,Low,25.1,37,two year,0,credit card (automatic),0,No action required
8966-OIQHG,0.07480653022912216,0,Low,20.75,23,one year,0,bank transfer (automatic),0,No action required
8966-SNIZF,0.007531276738630243,0,Low,19.45,71,two year,0,bank transfer (automatic),0,No action required
8967-SZQAS,0.6076534281598983,1,High,50.45,15,month-to-month,4,electronic check,0,Apply retention strategy
8969-PRHFK,0.07104551751933015,0,Low,19.65,19,one year,0,mailed check,0,No action required
8970-ANWXO,0.21918299524458057,0,Low,73.75,24,one year,0,mailed check,3,No action required
8972-HJWNV,0.8394519873708215,1,High,84.55,8,month-to-month,3,electronic check,1,Apply retention strategy
8974-OVACP,0.47417410461890824,1,High,20.15,2,month-to-month,0,mailed check,0,Apply retention strategy
8975-SKGRX,0.12985269556641157,0,Low,114.729,72,two year,0,bank transfer (automatic),4,No action required
8976-OQHGT,0.6222265288108975,1,High,56.5,5,month-to-month,1,mailed check,1,Apply retention strategy
8979-CAMGB,0.3203204651844094,0,Medium,102.1,65,one year,1,electronic check,3,Monitor customer
8980-WQFWL,0.5721069452643188,1,High,62.1,36,month-to-month,3,electronic check,1,Apply retention strategy
8981-FJGLA,0.7043932269803935,1,High,78.0,12,month-to-month,3,mailed check,0,Apply retention strategy
8982-NHAVY,0.4531630481699604,1,High,100.5,28,one year,3,bank transfer (automatic),2,Apply retention strategy
8984-EYLLL,0.17891124619552018,0,Low,105.25,65,two year,1,electronic check,3,No action required
8984-HPEMB,0.1981543982197947,0,Low,114.729,72,two year,0,electronic check,4,No action required
8985-OOPOS,0.7139166901656759,1,High,74.1,2,one year,1,credit card (automatic),3,Apply retention strategy
8988-ECPJR,0.5382941131306994,1,High,79.6,35,month-to-month,4,mailed check,0,Apply retention strategy
8990-YOZLV,0.03334831759471992,0,Low,66.9,70,two year,0,mailed check,2,No action required
8990-ZXLSU,0.770504401878534,1,High,69.05,10,month-to-month,3,electronic check,0,Apply retention strategy
8992-CEUEN,0.6251715528526425,1,High,19.2,2,month-to-month,0,electronic check,0,Apply retention strategy
8992-JQYUN,0.8739588445690097,1,High,50.35,2,month-to-month,3,electronic check,2,Apply retention strategy
8992-OBVDG,0.4674565799485502,1,High,61.65,22,month-to-month,3,mailed check,1,Apply retention strategy
8992-VONJD,0.6448124440017184,1,High,56.0,14,month-to-month,3,electronic check,1,Apply retention strategy
8993-IZEUX,0.6989996313370933,1,High,69.15,8,month-to-month,3,bank transfer (automatic),0,Apply retention strategy
8993-PHFWD,0.7480324290262172,1,High,25.25,4,month-to-month,3,electronic check,0,Apply retention strategy
8996-ZROXE,0.1435337881995044,0,Low,53.5,58,one year,2,electronic check,1,No action required
8999-BOHSE,0.7628943738617391,1,High,89.7,12,month-to-month,3,bank transfer (automatic),2,Apply retention strategy
8999-EXMNO,0.03153883602607612,0,Low,20.15,20,two year,0,mailed check,0,No action required
8999-XXGNS,0.3028376242113797,0,Medium,105.75,73,one year,4,credit card (automatic),2,Monitor customer
8999-YPYBV,0.08326145189062714,0,Low,84.35,46,two year,0,mailed check,4,No action required
9000-PLFUZ,0.07047381190728734,0,Low,49.45,61,two year,4,credit card (automatic),2,No action required
9003-CPATH,0.6761203419719555,1,High,79.9,43,month-to-month,4,electronic check,0,Apply retention strategy
9013-AQORL,0.39420316558782975,0,Medium,45.55,49,month-to-month,4,credit card (automatic),1,Monitor customer
9018-PCIOK,0.07985682237502999,0,Low,64.75,56,two year,3,mailed check,1,No action required
9019-QVLZD,0.9442380295112174,1,High,79.55,2,month-to-month,3,electronic check,1,Apply retention strategy
9025-AOMKI,0.8263773544795839,1,High,93.55,7,month-to-month,4,bank transfer (automatic),2,Apply retention strategy
9025-ZRPVR,0.2486633123004323,0,Low,19.2,10,month-to-month,0,mailed check,0,No action required
9026-LHEVG,0.668102928169099,1,High,40.75,10,month-to-month,3,electronic check,1,Apply retention strategy
9026-RNUJS,0.8141254418206684,1,High,50.35,6,month-to-month,3,electronic check,0,Apply retention strategy
9027-TMATR,0.13474138060454163,0,Low,78.8,44,two year,0,electronic check,4,No action required
9027-YFHQJ,0.3267565861539728,0,Medium,25.05,8,month-to-month,0,bank transfer (automatic),0,Monitor customer
9028-LIHRP,0.09810204594302106,0,Low,100.2,72,two year,0,credit card (automatic),3,No action required
9029-FEGVJ,0.49364293653844005,1,High,79.3,33,month-to-month,4,mailed check,0,Apply retention strategy
9030-QGZNL,0.06245708949750735,0,Low,20.85,9,two year,0,mailed check,0,No action required
9031-ZVQPT,0.17603676354965767,0,Low,108.2,73,two year,2,electronic check,3,No action required
9033-EOXWV,0.30290524923792295,0,Medium,74.05,13,one year,2,mailed check,3,Monitor customer
9036-CSKBW,0.39320757590350053,0,Medium,107.45,52,one year,3,bank transfer (automatic),3,Monitor customer
9039-RBEEE,0.25093060138820766,0,Medium,48.95,40,month-to-month,0,credit card (automatic),3,Monitor customer
9039-ZVJDC,0.421997946529785,1,High,19.2,4,month-to-month,0,mailed check,0,Apply retention strategy
9040-KZVWO,0.3570487137250674,0,Medium,75.5,27,one year,4,bank transfer (automatic),0,Monitor customer
9046-DQMTP,0.12336987896540721,0,Low,20.75,36,month-to-month,0,bank transfer (automatic),0,No action required
9046-JBFWA,0.1407114567082364,0,Low,19.2,28,month-to-month,0,mailed check,0,No action required
9048-JVYVF,0.8562465148162828,1,High,69.35,4,month-to-month,2,electronic check,3,Apply retention strategy
9050-IKDZA,0.8894618779653448,1,High,81.5,3,month-to-month,4,mailed check,1,Apply retention strategy
9050-QLROH,0.7199094812754584,1,High,90.7,19,month-to-month,4,credit card (automatic),1,Apply retention strategy
9052-DHNKM,0.3859607540551734,0,Medium,61.55,27,one year,4,electronic check,1,Monitor customer
9052-VKDUW,0.6112350282243216,1,High,109.4,66,month-to-month,3,credit card (automatic),3,Apply retention strategy
9053-EJUNL,0.6833668149204353,1,High,89.2,42,month-to-month,3,electronic check,1,Apply retention strategy
9053-JZFKV,0.13522350667205937,0,Low,114.729,68,two year,0,credit card (automatic),4,No action required
9054-FOWNV,0.7903062755116321,1,High,88.75,23,month-to-month,4,electronic check,1,Apply retention strategy
9055-MOJJJ,0.08503091541259536,0,Low,65.8,65,one year,0,mailed check,3,No action required
9057-MSWCO,0.3320753166652372,0,Medium,30.75,28,month-to-month,3,credit card (automatic),1,Monitor customer
9057-SIHCH,0.9445876201938723,1,High,96.6,4,month-to-month,3,electronic check,2,Apply retention strategy
9058-CBREO,0.7706610128296992,1,High,50.55,2,month-to-month,3,mailed check,0,Apply retention strategy
9058-HRZSV,0.6521530379662163,1,High,94.4,66,month-to-month,3,electronic check,2,Apply retention strategy
9058-MJLZC,0.8097877165548361,1,High,94.6,25,month-to-month,4,electronic check,3,Apply retention strategy
9060-HJJRW,0.18477449497130016,0,Low,56.4,52,one year,3,credit card (automatic),2,No action required
9061-TIHDA,0.8019059618494342,1,High,95.25,14,month-to-month,3,electronic check,2,Apply retention strategy
9063-ZGTUY,0.05045970237047075,0,Low,19.4,62,month-to-month,0,mailed check,0,No action required
9065-ZCPQX,0.048708588352456186,0,Low,78.85,73,two year,0,bank transfer (automatic),3,No action required
9066-QRSDU,0.03429105870128275,0,Low,26.3,70,one year,0,electronic check,0,No action required
9067-SQTNS,0.039336497348403485,0,Low,20.6,45,one year,0,bank transfer (automatic),0,No action required
9067-YGSCA,0.020400237644477272,0,Low,26.05,71,one year,0,credit card (automatic),0,No action required
9068-FHQHD,0.019950403022291122,0,Low,20.15,41,two year,0,bank transfer (automatic),0,No action required
9068-VPWQQ,0.05345737905249712,0,Low,75.35,62,two year,0,credit card (automatic),3,No action required
9069-LGEUL,0.49193223539578224,1,High,59.95,24,month-to-month,3,bank transfer (automatic),2,Apply retention strategy
9070-BCKQP,0.11651781776524618,0,Low,110.15,73,two year,0,credit card (automatic),4,No action required
9073-ZZIAY,0.11631396431796598,0,Low,86.1,63,two year,0,electronic check,4,No action required
9074-KGVOX,0.2525818671099608,0,Medium,39.45,51,month-to-month,4,credit card (automatic),2,Monitor customer
9076-AXYIK,0.16810983465031457,0,Low,102.1,65,two year,1,electronic check,3,No action required
9079-LWTFD,0.47525989229610255,1,High,100.75,48,month-to-month,0,mailed check,3,Apply retention strategy
9079-YEXQJ,0.6448340424705107,1,High,111.1,55,month-to-month,2,electronic check,3,Apply retention strategy
9081-WWXKP,0.015638396499679928,0,Low,20.25,48,two year,0,credit card (automatic),0,No action required
9084-OAYKL,0.011016900194181153,0,Low,20.8,59,two year,0,mailed check,0,No action required
9086-YJYXS,0.30391526210247344,0,Medium,77.2,35,one year,4,bank transfer (automatic),2,Monitor customer
9087-EYCPR,0.010571034624334388,0,Low,25.0,61,two year,0,mailed check,0,No action required
9089-UOWJG,0.5416456531110697,1,High,58.35,13,month-to-month,4,credit card (automatic),1,Apply retention strategy
9090-SGQXL,0.6899932786574788,1,High,105.3,69,month-to-month,4,electronic check,2,Apply retention strategy
9091-WTUUY,0.040023720413087764,0,Low,69.25,65,two year,0,mailed check,3,No action required
9092-GDZKO,0.15838904359277498,0,Low,24.85,23,month-to-month,0,credit card (automatic),0,No action required
9093-FPDLG,0.8196273715369161,1,High,94.2,12,month-to-month,0,electronic check,2,Apply retention strategy
9094-AZPHK,0.850663053106204,1,High,100.15,16,month-to-month,3,electronic check,2,Apply retention strategy
9095-HFAFX,0.8460947369883495,1,High,81.0,6,month-to-month,3,credit card (automatic),1,Apply retention strategy
9097-ZUBYC,0.37228859614695375,0,Medium,48.8,15,month-to-month,0,bank transfer (automatic),1,Monitor customer
9099-FTUHS,0.5816805767370801,1,High,54.4,24,month-to-month,3,electronic check,1,Apply retention strategy
9101-BWFSS,0.3705521497174318,0,Medium,108.55,51,one year,0,electronic check,4,Monitor customer
9101-NTIXF,0.4008138576792184,1,High,19.4,3,month-to-month,0,mailed check,0,Apply retention strategy
9102-IAYHT,0.7549575646462808,1,High,85.45,18,month-to-month,3,electronic check,1,Apply retention strategy
9102-OXKFY,0.06760574069706903,0,Low,54.15,60,two year,3,credit card (automatic),0,No action required
9103-CXVOK,0.6302410376459133,1,High,19.75,2,month-to-month,0,electronic check,0,Apply retention strategy
9103-TCIHJ,0.44776252235461905,1,High,55.7,16,month-to-month,3,mailed check,1,Apply retention strategy
9107-UKCKY,0.33487294258277234,0,Medium,79.8,62,one year,3,electronic check,2,Monitor customer
9108-EJFJP,0.7937680218827297,1,High,53.55,2,month-to-month,3,mailed check,1,Apply retention strategy
9108-EQPNQ,0.07314011253148615,0,Low,26.1,11,two year,0,credit card (automatic),0,No action required
9110-HSGTV,0.06203194742500675,0,Low,82.45,70,two year,0,credit card (automatic),4,No action required
9112-WSNPU,0.6686966656266978,1,High,70.55,36,month-to-month,3,electronic check,0,Apply retention strategy
9114-AAFQH,0.4222097056793336,1,High,65.65,49,one year,4,electronic check,1,Apply retention strategy
9114-DPSIA,0.054455796286822136,0,Low,81.0,73,two year,0,credit card (automatic),3,No action required
9114-VEPUF,0.45811176969297374,1,High,96.1,63,one year,4,electronic check,2,Apply retention strategy
9115-YQHGA,0.3365719903140814,0,Medium,51.1,41,month-to-month,1,electronic check,1,Monitor customer
9117-SHLZX,0.7562859287894802,1,High,45.7,2,month-to-month,3,mailed check,0,Apply retention strategy
9121-PHQSR,0.6467712472473535,1,High,85.05,17,month-to-month,4,credit card (automatic),1,Apply retention strategy
9122-UMROB,0.4753698383918392,1,High,20.3,2,month-to-month,0,mailed check,0,Apply retention strategy
9124-LHCJQ,0.9082237873945945,1,High,85.45,2,month-to-month,3,mailed check,1,Apply retention strategy
9127-FHJBZ,0.19438051101904233,0,Low,114.0,73,two year,0,electronic check,4,No action required
9127-QRZMH,0.1321153434456695,0,Low,59.85,45,one year,0,bank transfer (automatic),2,No action required
9128-CPXKI,0.2666209396802411,0,Medium,95.8,60,two year,3,electronic check,2,Monitor customer
